X_features	Y_features	association_comb	p-values_comb	q-values_comb	interaction_type_comb	association_sep	p-values_sep	q-values_sep	interaction_type_sep
AHLPHDHHMVZTML-BYPYZUCNSA-N	ONIBWKKTOPOVIA-BYPYZUCNSA-N	0.2066970754808346	0.2731187957737604	0.3937570505894689	metabolite-metabolite	0.2066970754808346	0.2731187957737604	0.392330257121265	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	OUYCCCASQSFEME-QMMMGPOBSA-N	0.5497830715964938	0.0016486924337471	0.0063165269313083	metabolite-metabolite	0.5497830715964938	0.0016486924337471	0.0063223770720215	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	QIVBCDIJIAJPQS-VIFPVBQESA-N	-0.1515185235763707	0.4241350886566675	0.5605462997772306	metabolite-metabolite	-0.1515185235763707	0.4241350886566675	0.5550254424260839	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	0.6151963549025918	0.0002969391492384	0.0014429535015709	metabolite-metabolite	0.6151963549025918	0.0002969391492384	0.001505174308209	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	ROHFNLRQFUQHCH-YFKPBYRVSA-N	0.2042496397108784	0.2789641764438295	0.3991575845447461	metabolite-metabolite	0.2042496397108784	0.2789641764438295	0.3981333391965336	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N	-0.1179219052797011	0.5348551944091344	0.6640936740377907	metabolite-metabolite	-0.1179219052797011	0.5348551944091344	0.6607034754465779	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	XOAAWQZATWQOTB-UHFFFAOYSA-N	-0.2309489390194903	0.2194874683304299	0.3321795416224713	metabolite-metabolite	-0.2309489390194903	0.2194874683304299	0.3372612318248067	amino_acids-amino_acids
AHLPHDHHMVZTML-BYPYZUCNSA-N	ZDXPYRJPNDTMRX-VKHMYHEASA-N	-0.2409611762602195	0.199591058506082	0.31072466733649	metabolite-metabolite	-0.2409611762602195	0.199591058506082	0.3247957815541777	amino_acids-amino_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	BHQCQFFYRZLCQQ-OELDTZBJSA-N	0.8691879866518355	4.6452131030605415e-10	9.175802784255891e-09	metabolite-metabolite	0.8691879866518355	4.6452131030605415e-10	2.167765966731849e-09	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	BHTRKEVKTKCXOH-BJLOMENOSA-N	0.9555061179087874	4.440892098500626e-16	8.437694987151191e-15	metabolite-metabolite	0.9555061179087874	4.440892098500626e-16	2.664535259100376e-15	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	DKPMWHFRUGMUKF-GDYCBZMLSA-N	0.879421579532814	1.5858070412377856e-10	3.600019393701359e-09	metabolite-metabolite	0.879421579532814	1.5858070412377856e-10	8.633840309357764e-10	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	DKPMWHFRUGMUKF-KWXDGCAGSA-N	0.5070077864293658	0.0042442269031264	0.0135904613045374	metabolite-metabolite	0.5070077864293658	0.0042442269031264	0.0069322372751066	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	GHCZAUBVMUEKKP-GYPHWSFCSA-N	0.8383220674048486	7.381631306202507e-09	1.1574701996863725e-07	metabolite-metabolite	0.8383220674048486	7.381631306202507e-09	2.4944822651917772e-08	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	KXGVEGMKQFWNSR-LLQZFEROSA-N	0.5025583982202448	0.0046511706723531	0.0146468542290865	metabolite-metabolite	0.5025583982202448	0.0046511706723531	0.0074723725555831	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	QBYUNVOYXHFVKC-GBURMNQMSA-N	0.9185761957730812	8.335554468885675e-13	2.587530190112375e-11	metabolite-metabolite	0.9185761957730812	8.335554468885675e-13	7.426503856322597e-12	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	RFDAIACWWDREDC-FRVQLJSFSA-N	0.8625139043381536	8.930536310458591e-10	1.636547519723308e-08	metabolite-metabolite	0.8625139043381536	8.930536310458591e-10	3.64663543805932e-09	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	RUDATBOHQWOJDD-BSWAIDMHSA-N	0.8798665183537264	1.510116476310941e-10	3.533674686195809e-09	metabolite-metabolite	0.8798665183537264	1.510116476310941e-10	8.633840309357764e-10	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	SMEROWZSTRWXGI-HVATVPOCSA-N	-0.2364849833147941	0.2083263052682147	0.3210378017355157	metabolite-metabolite	-0.2364849833147941	0.2083263052682147	0.2489753404425001	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	WBWWGRHZICKQGZ-HZAMXZRMSA-N	0.931924360400445	7.371880883511041e-14	2.6143531783873186e-12	metabolite-metabolite	0.931924360400445	7.371880883511041e-14	8.046896482483136e-13	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	WVULKSPCQVQLCU-BUXLTGKBSA-N	0.4322580645161289	0.0170549470322498	0.0433064681737094	metabolite-metabolite	0.4322580645161289	0.0170549470322498	0.0249460419277682	bile_acids-bile_acids
AWDRATDZQPNJFN-VAYUFCLWSA-N	XBSQTYHEGZTYJE-OETIFKLTSA-N	0.1526479788570385	0.4206485615553004	0.5587829363542465	metabolite-metabolite	0.1526479788570385	0.4206485615553004	0.468449534459312	bile_acids-bile_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	BTCSSZJGUNDROE-UHFFFAOYSA-N	-0.525250278086763	0.0028783085558714	0.0097939760927974	metabolite-metabolite	-0.525250278086763	0.0028783085558714	0.0096895730773995	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	CKLJMWTZIZZHCS-REOHCLBHSA-N	0.3993325917686317	0.0288037685694466	0.0662791709442185	metabolite-metabolite	0.3993325917686317	0.0288037685694466	0.0665050363305024	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	COLNVLDHVKWLRT-QMMMGPOBSA-N	-0.0175750834260288	0.9265556109768438	0.9601323294004392	metabolite-metabolite	-0.0175750834260288	0.9265556109768438	0.9601012451521784	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	DHMQDGOQFOQNFH-UHFFFAOYSA-N	0.5394883203559511	0.0020936412003753	0.0076365186229518	metabolite-metabolite	0.5394883203559511	0.0020936412003753	0.007758787977862	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	FFEARJCKVFRZRR-BYPYZUCNSA-N	0.3210233592880978	0.0836800072526213	0.1557861579329706	metabolite-metabolite	0.3210233592880978	0.0836800072526213	0.1625677673938592	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	HNDVDQJCIGZPNO-YFKPBYRVSA-N	-0.2391546162402669	0.2030855784509886	0.3148758051212579	metabolite-metabolite	-0.2391546162402669	0.2030855784509886	0.3256754185341313	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	0.7855394883203561	2.718714045002457e-07	2.6338624583566173e-06	metabolite-metabolite	0.7855394883203561	2.718714045002457e-07	2.788262542186004e-06	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	KZSNJWFQEVHDMF-BYPYZUCNSA-N	0.092769744160178	0.6258447366921263	0.7439143386767282	metabolite-metabolite	0.092769744160178	0.6258447366921263	0.7321021812885706	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	MTCFGRXMJLQNBG-REOHCLBHSA-N	0.5403781979977751	0.0020514547662182	0.0075187052998026	metabolite-metabolite	0.5403781979977751	0.0020514547662182	0.0077324064265154	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	0.0883301818793231	0.6425361184111607	0.7544490110655464	metabolite-metabolite	0.0883301818793231	0.6425361184111607	0.7398392381705534	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	ONIBWKKTOPOVIA-BYPYZUCNSA-N	0.8358175750834262	9.005531431682812e-09	1.3835771284220757e-07	metabolite-metabolite	0.8358175750834262	9.005531431682812e-09	1.134696980820138e-07	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	OUYCCCASQSFEME-QMMMGPOBSA-N	0.3672969966629589	0.0458584251382476	0.0964739483198817	metabolite-metabolite	0.3672969966629589	0.0458584251382476	0.0976983839901795	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	QIVBCDIJIAJPQS-VIFPVBQESA-N	-0.4269187986651834	0.0186303376219552	0.0462263352740515	metabolite-metabolite	-0.4269187986651834	0.0186303376219552	0.0474912074640587	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	0.7939933259176861	1.638192750341716e-07	1.6722759568210677e-06	metabolite-metabolite	0.7939933259176861	1.638192750341716e-07	1.7620561063580451e-06	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	ROHFNLRQFUQHCH-YFKPBYRVSA-N	0.3121245828698553	0.0931167034645112	0.170433821864647	metabolite-metabolite	0.3121245828698553	0.0931167034645112	0.1777682520686125	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N	0.032703003337041	0.8637864591472519	0.9232742124827622	metabolite-metabolite	0.032703003337041	0.8637864591472519	0.917903201166116	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	XOAAWQZATWQOTB-UHFFFAOYSA-N	-0.5047830923248053	0.0044437132261871	0.0141104129791869	metabolite-metabolite	-0.5047830923248053	0.0044437132261871	0.0140983995161763	amino_acids-amino_acids
AYFVYJQAPQTCCC-GBXIJSLDSA-N	ZDXPYRJPNDTMRX-VKHMYHEASA-N	-0.1426028921023359	0.4522110901221206	0.5872295992829764	metabolite-metabolite	-0.1426028921023359	0.4522110901221206	0.5869262370918973	amino_acids-amino_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	BHTRKEVKTKCXOH-BJLOMENOSA-N	0.8215795328142379	2.6278827558456896e-08	3.600909588286072e-07	metabolite-metabolite	0.8215795328142379	2.6278827558456896e-08	7.804015389467622e-08	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	DKPMWHFRUGMUKF-GDYCBZMLSA-N	0.8246941045606229	2.0961701263644272e-08	3.036452178584171e-07	metabolite-metabolite	0.8246941045606229	2.0961701263644272e-08	6.626602377934887e-08	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	DKPMWHFRUGMUKF-KWXDGCAGSA-N	0.4273637374860959	0.0184946214528718	0.0460398023401285	metabolite-metabolite	0.4273637374860959	0.0184946214528718	0.0262677232229195	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	GHCZAUBVMUEKKP-GYPHWSFCSA-N	0.7128074281650467	9.880175102505715e-06	6.449676536979254e-05	metabolite-metabolite	0.7128074281650467	9.880175102505715e-06	2.01720241679304e-05	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	KXGVEGMKQFWNSR-LLQZFEROSA-N	0.5844271412680757	0.0006957002240239	0.003031977194098	metabolite-metabolite	0.5844271412680757	0.0006957002240239	0.0012174753920417	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	QBYUNVOYXHFVKC-GBURMNQMSA-N	0.8852057842046719	8.268496998198316e-11	2.0617023643865195e-09	metabolite-metabolite	0.8852057842046719	8.268496998198316e-11	5.4020832251922e-10	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	RFDAIACWWDREDC-FRVQLJSFSA-N	0.8473859844271412	3.491491096241361e-09	6.104089411707038e-08	metabolite-metabolite	0.8473859844271412	3.491491096241361e-09	1.3160235123876872e-08	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	RUDATBOHQWOJDD-BSWAIDMHSA-N	0.9310344827586206	8.79296635503124e-14	2.9793945088840697e-12	metabolite-metabolite	0.9310344827586206	8.79296635503124e-14	8.637535131583718e-13	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	SMEROWZSTRWXGI-HVATVPOCSA-N	-0.3597330367074527	0.0508737485072336	0.1052775122170106	metabolite-metabolite	-0.3597330367074527	0.0508737485072336	0.0673733426176879	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	WBWWGRHZICKQGZ-HZAMXZRMSA-N	0.8700778642936595	4.246096807491994e-10	8.847001353728956e-09	metabolite-metabolite	0.8700778642936595	4.246096807491994e-10	2.167765966731849e-09	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	WVULKSPCQVQLCU-BUXLTGKBSA-N	0.3361512791991101	0.0693387690533295	0.1350374746864457	metabolite-metabolite	0.3361512791991101	0.0693387690533295	0.0906026582296837	bile_acids-bile_acids
BHQCQFFYRZLCQQ-OELDTZBJSA-N	XBSQTYHEGZTYJE-OETIFKLTSA-N	-0.0331553190228843	0.8619202575128471	0.9232742124827622	metabolite-metabolite	-0.0331553190228843	0.8619202575128471	0.870806033363495	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	DKPMWHFRUGMUKF-GDYCBZMLSA-N	0.8011123470522801	1.049817730525149e-07	1.1487573883250946e-06	metabolite-metabolite	0.8011123470522801	1.049817730525149e-07	2.638003531174604e-07	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	DKPMWHFRUGMUKF-KWXDGCAGSA-N	0.4602892102335927	0.0104834545862813	0.0285247485254629	metabolite-metabolite	0.4602892102335927	0.0104834545862813	0.0158058238377778	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	GHCZAUBVMUEKKP-GYPHWSFCSA-N	0.8082786697144706	6.586197720537258e-08	8.144395717835096e-07	metabolite-metabolite	0.8082786697144706	6.586197720537258e-08	1.792909380959884e-07	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	KXGVEGMKQFWNSR-LLQZFEROSA-N	0.4593993325917687	0.0106531643569507	0.0287805736890263	metabolite-metabolite	0.4593993325917687	0.0106531643569507	0.0158183349542597	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	QBYUNVOYXHFVKC-GBURMNQMSA-N	0.8941045606229143	2.8279156794042134e-11	7.82050868508577e-10	metabolite-metabolite	0.8941045606229143	2.8279156794042134e-11	2.1318236065326343e-10	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	RFDAIACWWDREDC-FRVQLJSFSA-N	0.7966629588431591	1.38925703385695e-07	1.4374557482099704e-06	metabolite-metabolite	0.7966629588431591	1.38925703385695e-07	3.241599748626811e-07	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	RUDATBOHQWOJDD-BSWAIDMHSA-N	0.8696329254727475	4.441536027854909e-10	9.00743524212544e-09	metabolite-metabolite	0.8696329254727475	4.441536027854909e-10	2.167765966731849e-09	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	SMEROWZSTRWXGI-HVATVPOCSA-N	-0.2640711902113459	0.1585121022167364	0.2595230435647533	metabolite-metabolite	-0.2640711902113459	0.1585121022167364	0.1966352660410146	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	WBWWGRHZICKQGZ-HZAMXZRMSA-N	0.9145717463848722	1.5920598173124745e-12	4.5683012928066085e-11	metabolite-metabolite	0.9145717463848722	1.5920598173124745e-12	1.3000267529150731e-11	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	WVULKSPCQVQLCU-BUXLTGKBSA-N	0.3966629588431591	0.029990813966426	0.0681853931882421	metabolite-metabolite	0.3966629588431591	0.029990813966426	0.0402616406672566	bile_acids-bile_acids
BHTRKEVKTKCXOH-BJLOMENOSA-N	XBSQTYHEGZTYJE-OETIFKLTSA-N	0.1461949301881548	0.440781935423824	0.5784549816907991	metabolite-metabolite	0.1461949301881548	0.440781935423824	0.4799625519059418	bile_acids-bile_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	CKLJMWTZIZZHCS-REOHCLBHSA-N	-0.1724137931034481	0.3622578182219746	0.4941651493413661	metabolite-metabolite	-0.1724137931034481	0.3622578182219746	0.4915559933412026	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	COLNVLDHVKWLRT-QMMMGPOBSA-N	0.4282536151279199	0.0182256406625187	0.0456691918413363	metabolite-metabolite	0.4282536151279199	0.0182256406625187	0.0470029680243904	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	DHMQDGOQFOQNFH-UHFFFAOYSA-N	-0.3664071190211346	0.0464271745764088	0.0974010103871969	metabolite-metabolite	-0.3664071190211346	0.0464271745764088	0.0979635597521353	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	FFEARJCKVFRZRR-BYPYZUCNSA-N	-0.1750834260289209	0.3547583966059866	0.4856773368476199	metabolite-metabolite	-0.1750834260289209	0.3547583966059866	0.4843605353041491	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	HNDVDQJCIGZPNO-YFKPBYRVSA-N	0.7699666295884313	6.533317984391829e-07	5.614224097616472e-06	metabolite-metabolite	0.7699666295884313	6.533317984391829e-07	5.436213642795451e-06	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	-0.5083426028921023	0.0041282568906795	0.0133882275708399	metabolite-metabolite	-0.5083426028921023	0.0041282568906795	0.0134122200146626	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	KZSNJWFQEVHDMF-BYPYZUCNSA-N	0.1946607341490542	0.3026351885449698	0.4250305833581711	metabolite-metabolite	0.1946607341490542	0.3026351885449698	0.4263965436048935	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	MTCFGRXMJLQNBG-REOHCLBHSA-N	-0.8442714126807562	4.539888021071192e-09	7.42491339522644e-08	metabolite-metabolite	-0.8442714126807562	4.539888021071192e-09	6.066941082849553e-08	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	0.4389809794657555	0.0152299231654935	0.0394628843862272	metabolite-metabolite	0.4389809794657555	0.0152299231654935	0.0397419888519681	amino_acids-amino_acids
BTCSSZJGUNDROE-UHFFFAOYSA-N	ONIBWKKTOPOVIA-BYPYZUCNSA-N	-0.5995550611790879	0.0004627129166192	0.0021391682254647	metabolite-metabolite	-0.5995550611790879	0.0004627129166192	0.0022423779805396	amino_acids-amino_acids
